id_proposta_ano	id_proposta	id_convenio	descricao_proposta	nome_programa	acao_orcamentaria	ano_proposta	data_proposta	ano_inicio_vigencia_convenio	ano_final_vigencia_convenio	intervalo_vigencia_dias	data_assinatura_convenio	data_publicacao_convenio	data_limite_prestacao_contas	situacao_proposta_grupo	dummy_existe_convenio	dummy_instrumento_assinado	situacao_proposta	modalidade	situacao_contratacao	dummy_instrumento_ativo	situacao_instrumento	dummy_instrumento_em_execucao	subsituacao_instrumento	indicador_obtv	data_inicio_execucao	data_saida_execucao	ano_data_inicio_execucao	ano_saida_execucao	valor_total_proposta	valor_repasse_uniao_proposta	valor_contrapartida_proposta	valor_total_instrumento	valor_repasse_uniao_instrumento	valor_contrapartida_instrumento	valor_empenhado_instrumento	valor_desembolsado_instrumento	saldo_remanescente_tesouro_instrumento	saldo_remanescente_convenente_instrumento	valor_rendimento_aplicacao_instrumento	valor_ingresso_contrapartida_instrumento	valor_saldo_instrumento	quantidade_termos_aditivos	quantidade_prorrogacoes	valor_total_original_instrumento	data_final_original	intervalo_original	dummy_emenda	valor_repasse_proposta_emenda	valor_repasse_emenda	emenda_impositiva	tipo_parlamentar	regiao_proponente	uf_proponente	municipio_proponente	nm_proponente	orgao_sup	orgao	natureza_juridica
36723/2016	1124273	842769	O objeto do presente projeto é a Implantação e Oferta de Cursos no âmbito do Sistema Universidade Aberta do Brasil objetivando a melhoria da qualidade de ensino da Educação Básica, por meio da continuidade da oferta de cursos de Licenciatura na modalidade de educação a distância, para formação inicial de professores para a educação infantil, anos iniciais e finais do Ensino Fundamental e/ou Ensino Médio.  A modalidade proposta, que mescla momentos presenciais e a distância, utilizando-se das modernas tecnologias da informação e da comunicação, responde �?s necessidades urgentes do nosso país, de modo a promover a formação em nível superior de grande contingente de professores brasileiros. A Universidade Estadual de Ponta Grossa, credenciada pelo MEC para ministrar cursos de graduação e pós-graduação a distância se faz parceira do Ministério da Educação neste programa, ciente de estar cumprindo, dessa forma, o seu compromisso social enquanto universidade pública e contribuindo, de modo efetivo, para a democratização do ensino superior de qualidade. Partindo desses pressupostos, a UEPG propõe-se a dar seqüência aos cursos em andamento - Cursos de Graduação, na modalidade de educação a distância (EaD), aprovado pelos Conselhos Superiores da UEPG, propiciando, desse modo, uma formação de qualidade aos futuros profissionais da Educação Básica.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-12-03	2017	2022	1697	2017-05-11	2017-05-17	2022-03-03	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-05-11 10:09:22		2017		11694967	11578018	116950	11712467	11578018	116950	5832007	5832007			17500	58039	1119501	2		11712467	2022-01-02	1697	0					Sul	PR	PONTA GROSSA	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
673/2015	941224	816996	O presente convenio tem como objetivo a implementação e oferta dos Cursos de Graduação e Pós-Graduação na UECE, no âmbito do Sistema Universidade Aberta do Brasil �?UAB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2015	2015-03-09	2015	2020	1826	2015-08-10	2015-09-14	2020-10-08	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2015-08-20 11:04:36		2015		2660288	2633359	26929	2660288	2633359	26929	2633359	2633359				26929	948333	6		2128273	2017-07-31	721	0					Nordeste	CE	FORTALEZA	FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
30241/2013	711698	782732	Curso de Formação Continuada para Professores, Tutores, Equipe Multidisciplinar e Técnica do Centro de Educação a Distância - CEAD que atuam no Curso de Pedagogia UAB/UDESC.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-05-21	2013	2016	928	2013-12-13	2014-02-06	2016-08-27	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-02-05 13:12:38		2014		260468	257864	2605	260468	257864	2605	257864	257864	195060	1970		2605	0	1		260468	2015-12-31	748	0					Sul	SC	FLORIANOPOLIS	FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
2995/2016	1052228	826914	Implementação e oferta de turmas para o Profletras na Unidade da Universidade Estadual do Piauí, Campus Poeta Torquato Neto, considerando: a) As atividades relativas �? turma ingressante em 2014/2, com 15 alunos, com previsão de conclusão em 2016;  b) As atividades relativas �? turma ingressante em 2016/1, com previsão de oferta de 15 vagas, conforme edital 2015 e conclusão em fevereiro de 2018.  c) As as atividades relativas �? turma ingressante em 2017/1, com previsão de oferta de 15 vagas, conforme edital 2016, somente até março de 2019.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-23	2016	2019	1098	2016-06-14	2016-06-17	2019-08-16	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-06-14 10:16:47		2016		101100	100000	1100	101100	100000	1100	101100	100000				1100	69059			101100	2019-06-17	1098	0					Nordeste	PI	TERESINA	FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
2475/2016	1051108	832699	Este Convênio tem por objeto o curso de Mestrado PROFLETRAS na Universidade Estadual do Norte do Paraná (UENP) no âmbito do Sistema Universidade Aberta do Brasil.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-17	2016	2019	1095	2016-10-13	2016-11-25	2019-12-12	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-11-23 16:03:07		2016		100000	99000	1000	100000	99000	1000	99000	99000				1000	53152			100000	2019-10-13	1095	0					Sul	PR	JACAREZINHO	UNIVERSIDADE ESTADUAL DO NORTE DO PARANA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
297/2013	666334	782376	"Oferta de quatro cursos �? distância dois curso de graduação: Administração pública e Pedagogia e dois cursos de especialização: Gestão Pública municipal e Gestão municipal. De acordo com as diretrizes e finalidades do Programa Nacional de Administração Pública, fomentado pela Diretoria de Educação a Distância da CAPES (UAB). O convênio tem como objetivo a qualificação de pessoal de nível superior visando ao exercício de atividades gerenciais. Especificamente, pretende: • Capacitar quadros de gestores para atuarem na administração de macro (governo) e micro (unidades organizacionais) sistemas públicos; • Capacitar profissionais com formação adequada a intervirem na realidade social, política e econômica; • Contribuir para a melhoria da gestão das atividades desempenhadas pelo Estado brasileiro, nos âmbitos federal, estadual e municipal; • Contribuir para que o gestor público desenvolva visão estratégica dos negócios públicos, a partir do estudo sistemático e aprofundado da realidade administrativa do governo ou de suas unidades produtivas. Os objetivos deste programa ultrapassam os limites de uma profissionalização restrita apenas a obtenção de uma titulação e apontam para perspectivas de continuidade e de abrangência que contemplem a qualificação acadêmica, o plano de carreira e a política de remuneração.  O objeto do convênio é a oferta de quatro cursos �? distância, dois de graduação conforme a seguir: Administração Pública e Licenciatura em Pedagogia e dois cursos de especialização: Gestão Pública Municipal e Gestão Municipal. De acordo com as diretrizes e finalidades do Programa Nacional de Administração Pública, fomentado pela Diretoria de Educação a Distância da CAPES (UAB).  Objetivo do convênio O convênio tem como objetivo a qualificação de pessoal de nível superior visando ao exercício de atividades gerenciais. Especificamente, pretende: •	 Capacitar quadros de gestores para atuarem na administração de macro (governo) e micro (unidades organizacionais) sistemas públicos; •	Capacitar profissionais com formação adequada a intervirem na realidade social, política e econômica; •	Contribuir para a melhoria da gestão das atividades desempenhadas pelo Estado brasileiro, nos âmbitos federal, estadual e municipal; •	Contribuir para que o gestor público desenvolva visão estratégica dos negócios públicos, a partir do estudo sistemático e aprofundado da realidade administrativa do governo ou de suas unidades produtivas; •	Qualificar, em curso de graduação, licenciatura em Pedagogia, preferencialmente professores da rede pública do Estado de Minas Gerais, que não possuem formação inicial; •	Possibilitar o acesso de profissionais que atuam no âmbito educacional �?s informações atualizadas e concernentes �? formação de professores; •	 Valorizar a profissão docente."	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-02-05	2013	2018	1826	2013-05-13	2013-07-05	2018-05-14	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-07-03 18:39:23		2013		1332132	1318810	13321	1332132	1318810	13321	1318810	1318810	1330072	13435		13976	0	4		1332132	2015-05-28	745	0					Sudeste	MG	BELO HORIZONTE	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
34248/2014	865995	807381	Constitui objeto deste Termo de Referência a oferta dos 1º e 2º períodos dos cursos de Licenciatura em Pedagogia, de Licenciatura em Letras - Habilitação em Português e suas Literaturas de Licenciatura em Ciências Biológicas, de Bacharelado em Administração Pública, do curso de especialização no Ensino da Biologia, todos na modalidade a distância, no âmbito do Programa UAB, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), de acordo com as especificações, quantitativos e condições constantes da planilha orçamentária em anexo a esta proposta.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-03-27	2014	2019	1852	2014-07-03	2014-07-23	2019-09-27	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2014-07-17 18:30:50		2014		1556230	1533630	22600	1556230	1533630	22600	1533630	1533630				22600	1293606	3		1556230	2016-07-29	757	0					Nordeste	PE	RECIFE	FUNDACAO UNIVERSIDADE DE PERNAMBUCO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
35445/2013	720752	795989	Oferta de cursos de graduação na modalidade �? distância pelo sistema Universidade Aberta do Brasil �?UAB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-17	2013	2019	2209	2013-12-13	2014-02-21	2020-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2014-02-21 08:01:08		2014		2975011	2943501	31510	3865118	2943501	31510	2943501	2943501			890107	31510	556757	3		3865118	2015-12-31	748	0					Sul	PR	MARINGA	UNIVERSIDADE ESTADUAL DE MARINGA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
36465/2014	871438	818186	Oferta de cursos e atividades no âmbito do Sistema Universidade Aberta (UAB)	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-04-23	2015	2018	905	2015-12-22	2016-01-22	2018-07-14	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2016-01-19 11:16:12		2016		254120	251265	2855	254120	251265	2855	251265	251265	44273	503		2855	0		1	254120	2017-12-22	731	0					Nordeste	PB	CAMPINA GRANDE	UNIVERSIDADE ESTADUAL DA PARAIBA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
1235/2016	1048355	834319	ImplantaÃÂ§ÃÂ£o, oferta e reoferta do curso de Mestrado Profissional em Letras, no ÃÂ¢mbito do Sistema Universidade Aberta do Brasil - UAB, na Universidade Estadual de Santa Cruz, no perÃÂ­odo de 2016 a 2018.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-02	2016	2019	1095	2016-11-11	2016-11-25	2020-01-10	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-11-23 15:24:04		2016		100000	99000	1000	100000	99000	1000	99000	99000					81755			100000	2019-11-11	1095	0					Nordeste	BA	ILHEUS	UNIVERSIDADE ESTADUAL DE SANTA CRUZ	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
3086/2016	1052458	832758	Implementação, oferta e expansão do Mestrado Profissional em Letras (PROFLETRAS). O presente Plano de Trabalho tem como meta atender a implementação, oferta e expansão de turmas para o PROFLETRAS/UNESP/ARARAQUARA/ASSIS, no período de setembro de 2015 a setembro de 2018, considerando: a) as atividades relativas �? turma ingressante em 2014/2, com 18 alunos, com previsão de conclusão em novembro de 2016; b) as atividades relativas �? próxima turma (2016), com oferta de 20 vagas, conforme Edital de Seleção Nacional 2015, e conclusão em março de 2018. c) as primeiras atividades da turma prevista para março de 2017, com, provavelmente 20 alunos também.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-23	2017	2020	1096	2017-04-26	2017-05-15	2020-06-25	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-05-11 10:19:32		2017		101192	100172	1020	101192	100172	1020	100172	100172				1020	67394			101192	2020-02-23	1033	0					Sudeste	SP	SAO PAULO	UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
80447/2013	789262	802952	Constitui objeto deste Termo de Referência Implementação dos Cursos de Graduação na Modalidade Educação a Distância e Financiamento das Atividades Acadêmicas de Suporte ao desenvolvimento dos cursos no âmbito do sistema da Universidade Aberta do Brasil (UAB), da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), de acordo com as especificações, quantitativos e condições constantes da planilha orçamentária em anexo a este Termo de Referência. Os itens a serem adquiridos bem como os serviços a serem prestados seguirão o disposto na lei 9433/05 e a lei 8.666/93 as quais instituem normas para licitações e contratos da Administração Pública.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-11-19	2014	2020	2193	2014-06-04	2014-08-21	2020-08-04	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2014-07-22 15:12:30		2014		7885665	7806809	78857	7885665	7806809	78857	7806809	7806809				78857	3959321	6		6308532	2016-06-03	730	0					Nordeste	BA	SALVADOR	UNIVERSIDADE DO ESTADO DA BAHIA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
38848/2016	1129684	843397	Implantação, oferta e reoferta de cursos no âmbito do Sistema Universidade Aberta do Brasil.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-12-19	2017	2020	1096	2017-05-16	2018-03-15	2020-07-15	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2018-03-13 12:22:28		2018		5308602	5255516	53086	5308602	5255516	53086	1600000	1600000				53086	1285369			5308602	2020-05-16	1096	0					Sul	SC	FLORIANOPOLIS	FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
26332/2016	1090871	836623	Oferta e implementação de cursos a distância ofertados pelo Centro de Ensino de Aprendizagem em Rede (CEAR) da Universidade Estadual de Goiás (UEG), no âmbito do Sistema Universidade Aberta do Brasil (UAB).	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-06-14	2017	2020	1095	2017-01-26	2017-02-14	2020-04-08	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-02-10 14:35:19		2017		1115080	1103925	11155	1115080	1103925	11155	1103925	1103925				11155	914054			1115080	2020-02-08	1095	0					Centro-Oeste	GO	ANAPOLIS	UNIVERSIDADE ESTADUAL DE GOIAS	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
3338/2016	1052934	879268	Implementação e oferta do curso Mestrado Profissional em Letras no Departamento de Ciências Humanas do Campus V da Universidade do Estado da Bahia, com vista a melhora da qualidade do ensino e aprendizagem de Língua Portuguesa no Ensino Fundamental de escolas públicas das regiões do Recôncavo e Baixo-Sul do Estado da Bahia, bem como de qualquer outra região ou estado de origem dos discentes matriculados no PROFLETRAS-UNEB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-24	2019	2023	1733	2019-04-03	2019-04-24	2024-02-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2019-04-23 10:08:44		2019		100000	99000	1000	100000	99000	1000	30000	30000					30068			100000	2023-12-31	1733	0					Nordeste	BA	SALVADOR	UNIVERSIDADE DO ESTADO DA BAHIA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
33424/2013	717583	796226	Constitui objeto deste convênio a implementação e a oferta dos  semestres dos cursos de graduãção em Administração, Administração Pública, Ciências Biológicas, Física, História, Letras, Matemática, Pedagogia, Química, Turismo e Tecnologia em Sistemas de Computação, todos na modalidade a ditância, ofertados pelo Consórcio CEDERJ no âmbito do Sistema Universidade Aberta do Brasil - UAB, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), de acordo com os valores constantes das planilhas orçamentárias aprovadas pela CAPES, para as respectivas instituições participantes do Consórcio, que por decisão de seus reitores, solicitaram �? Capes que os recursos fossem tansferidos para a Fundação CECIERJ, responsável pelo seu gerenciamento.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-06-10	2013	2018	1826	2013-12-13	2014-04-04	2019-02-11	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-04-01 15:45:41		2014		28627530	28341254	286276	30657799	28341254	286276	28341254	28341254			2030269	286366	171605	4		30657799	2015-12-31	748	0					Sudeste	RJ	RIO DE JANEIRO	FUNDACAO CENTRO DE CIENCIAS E EDUCACAO SUPERIOR A DISTANCIA DO ESTADO DO RIO DE JANEIRO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
38768/2014	875572	806429	Ofertar no âmbito do Programa Universidade Aberta do Brasil -UAB, os Cursos de Bacharelado em Administração em Pública, Especialização em: Gestão Pública,  Gestão Pública Municipal,  Gestão em Saúde, Ensino de Matemática no Ensino Médio, Biodiversidade, Educação Infantil, Ensino de Filosofia no Ensino Médio, Ensino de Sociologia no Ensino Médio, Língua Brasileira de Sinais, Estudos Línguísticos e Literários, Gestão em Educação Ambiental, Gestão Educacional, História e Cultura      Licenciatura Plena em: Letras Espanhol, Portugues, Inglês, Pedagogia, Ciências Biológicas, História e Matemática.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2014	2014-05-05	2014	2018	1462	2014-07-01	2014-07-04	2018-08-31	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2014-07-03 14:24:44		2014		16412267	16233696	178571	16599127	16233696	178571	16233696	16233696	10220818	112429	186860	178571	0	3		16599127	2016-07-01	731	0					Nordeste	PI	TERESINA	FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
22253/2016	1079113	828272	O objeto do presente projeto é a melhoria da qualidade de ensino da Educação Básica, por meio da continuidade da oferta de cursos de Licenciatura e de Cursos de Especialização Lato Sensu na modalidade de educação a distância, para formação inicial de professores para a educação infantil, anos iniciais e finais do Ensino Fundamental e/ou Ensino Médio. A modalidade proposta, que mescla momentos presenciais e a distância, utilizando-se das modernas tecnologias da informação e da comunicação, responde �?s necessidades urgentes do nosso país, de modo a promover a formação em nível superior de grande contingente de professores brasileiros. A Universidade Estadual de Ponta Grossa, credenciada pelo MEC para ministrar cursos de graduação e pós-graduação a distância se faz parceira do Ministério da Educação neste programa, ciente de estar cumprindo, dessa forma, o seu compromisso social enquanto universidade pública e contribuindo, de modo efetivo, para a democratização do ensino superior de qualidade. Partindo desses pressupostos, a UEPG propõe-se a dar sequência aos cursos em andamento - Cursos de Graduação e Especialização Lato Sensu, na modalidade de educação a distância (EaD), aprovado pelos Conselhos Superiores da UEPG, propiciando, desse modo, uma formação de qualidade aos futuros profissionais da Educação Básica.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-04-19	2016	2020	1461	2016-07-04	2016-07-07	2020-09-02	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-07-06 11:32:23		2016		1319259	1306066	13193	1411449	1306066	13193	1306066	1306066			92190	13193	169567	2		1411449	2018-07-04	730	0					Sul	PR	PONTA GROSSA	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
38494/2016	1128701	842762	Esta proposta têm seu enfoque nos altos índices de evasão dos cursos a distância no Brasil. Nesse âmbito, propõe-se o desenvolvimento de uma solução na área de Learning Analytics (LA) para predizer a evasão de alunos de cursos a distância em instituições de ensino superior (IES) e a elaboração de estrategias de intervenção com intuito de motivar alunos identificados com o potencial de evadir.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-12-15	2017	2022	1826	2017-03-20	2018-03-05	2022-05-19	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2018-02-28 13:44:41		2018		427063	418613	8450	427063	418613	8450	418613	418613				8450	428984			427063	2022-03-20	1826	0					Sul	SC	FLORIANOPOLIS	FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
38823/2016	1129551	851237	Constitui objeto deste convênio a implementação e a oferta  dos cursos de graduação em Administração, Administração Pública, Ciências Biológicas, Engenharia de Produção,Física, Geografia, História, Letras, Matemática, Pedagogia, Química, Turismo,Tecnologia em Sistemas de Computação e Tecnólogo em Segurança Pública e Social, todos na modalidade a distância, ofertados pelo Consórcio CEDERJ no âmbito do Sistema Universidade Aberta do Brasil - UAB, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), de acordo com os valores constantes do Termo de Referência e do Plano de Trabalho.Os reitores das universidades consorciadas solicitaram �? Capes que os recursos fossem transferidos para a Fundação CECIERJ, responsável pelo seu gerenciamento.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-12-19	2017	2022	1825	2017-12-01	2017-12-05	2023-01-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-12-01 11:18:27		2017		24172840	23931111	241728	24172840	23931111	241728	11194837	11194837					3693766	1		24172840	2022-11-30	1825	0					Sudeste	RJ	RIO DE JANEIRO	FUNDACAO CENTRO DE CIENCIAS E EDUCACAO SUPERIOR A DISTANCIA DO ESTADO DO RIO DE JANEIRO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
32350/2016	1114168	841188	Implantação de Cursos no âmbito do Sistema Universidade Aberta do Brasil �?UAB.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-11-01	2017	2021	1530	2017-05-23	2017-05-25	2021-09-29	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2017-05-23 16:46:51		2017		2347860	2324381	23479	2347860	2324381	23479	1000000	1000000				10096	965160			2347860	2021-07-31	1530	0					Sudeste	MG	MONTES CLAROS	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
4988/2013	676445	782454	O objeto deste convênio é a oferta de Cursos de Capacitação para o pessoal ou agentes envolvidos com o trabalho da EAD/UAB/UESPI, tais como professores, tutores, agentes administrativos, coordenadores de polo, de curso e de tutoria, equipe multidisciplinar do sistema EaD.	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2013	2013-03-19	2013	2018	1647	2013-08-02	2013-08-12	2018-04-05	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em prestação de contas	0		SIM	2013-08-08 12:08:45		2013		310857	307748	3109	339938	307748	3109	307748	307748	195328	1973	29081	3109	0	3		339938	2015-08-05	733	0					Nordeste	PI	TERESINA	FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
6202/2016	1057273	834452	Recursos para a implementação e oferta do curso Profletras - Mestrado Profissional em Letras - UEM	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-03-04	2016	2019	1095	2016-11-29	2016-12-02	2020-01-28	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-07-04 15:08:08		2016		101010	100000	1010	101010	100000	1010	100000	100000				1010	98557			101010	2019-11-29	1095	0					Sudeste	SP	SAO PAULO	UNIVERSIDADE DE SAO PAULO	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
3691/2016	1053672	826779	Oferta do Mestrado Profissional em Letras ofertado pela UESB-BA, contemplando um total de 20 (vinte) alunos no polo de Vitória da Conquista �?BA,  no âmbito do Sistema Universidade Aberta do Brasil �?UAB, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES).	Programa Universidade Aberta do Brasil (UAB)	000020RJ	2016	2016-02-26	2016	2020	1393	2016-06-07	2016-06-09	2020-05-30	Aprovada	1	1	Proposta/Plano de Trabalho Aprovados	CONVENIO	Normal	1	Em execucão	1		SIM	2016-06-07 15:42:20		2016		100500	97800	2700	100500	97800	2700	97800	97800					85800	1		100500	2019-03-31	1027	0					Nordeste	BA	VITORIA DA CONQUISTA	AUTARQUIA UNIVERSIDADE DO SUDOESTE	MINISTERIO DA EDUCACAO	FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR	Administração Pública Estadual ou do Distrito Federal
